objectcode,objectdescription,recologyid,roadwayid,roadwaydescription,cantype,cancolor,streetcorner,onstreet,fromstreet,installeddate,removeddate,latitude,longitude,globalid,objectid,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
CAN-6224935,1113 WOOLSEY ST,10516224935,,,RENAISSANCE / METAL,,,,,2019/05/16 12:00:00 AM,,37.72266597,-122.412364356,b598e107-bfa2-49a7-bde6-8da0c838572a,2550,POINT (-122.412364356 37.72266597),Portola,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6705784,197 PORTOLA DRV,10516705784,,,RENAISSANCE / METAL,,,,,2023/03/13 12:00:00 AM,,37.74744,-122.443758,254c5b7d-9cde-4d73-81ca-b0c995d77f07,2751,POINT (-122.443758 37.74744),Noe Valley,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1043314,850 03RD ST,10011043314,,,RENAISSANCE / METAL,,,,,2013/05/01 12:00:00 AM,,37.777818466,-122.391513567,a9876bd5-b766-4196-9be9-d97248cb28f4,1394,POINT (-122.391513567 37.777818466),Mission Bay,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1247758,899 OFARRELL ST,10011247758,,,BIG BELLY,,,,,2020/06/08 12:00:00 AM,,37.78494848,-122.419443758,6ce3e09c-ff60-4529-a8e0-b0da5f50b81f,1590,POINT (-122.419443758 37.78494848),Tenderloin,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4790242,798 MINNESOTA ST,10514790242,,,RENAISSANCE / METAL,,,,,2008/03/18 12:00:00 AM,,37.760514662,-122.390511541,4d6a3d87-6d8a-48d5-ae98-44125046bd19,2101,POINT (-122.390511541 37.760514662),Potrero Hill,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5503180,2220 16TH ST,10515503180,,,RENAISSANCE / METAL,,,,,2013/05/22 12:00:00 AM,,37.765737623,-122.408848023,8b451bdf-3862-4924-9838-576a2ecb31f7,2218,POINT (-122.408848023 37.765737623),Mission,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2334001,2299 HAYES ST,10512334001,,,RENAISSANCE / METAL,,,,,1992/07/22 12:00:00 AM,,37.77288836,-122.454179298,f1b00538-2a70-4dc8-8633-6adf731ff766,1774,POINT (-122.454179298 37.77288836),Lone Mountain/USF,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2850899,2490 MARIPOSA ST,10512850899,,,RENAISSANCE / METAL,,,,,1995/08/24 12:00:00 AM,,37.763165021,-122.408142278,70e1223e-37c2-4daf-8b48-533fcc0cee07,1836,POINT (-122.408142278 37.763165021),Mission,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3325958,583 BOSWORTH ST,10513325958,,,RENAISSANCE / METAL,,,,,1998/10/01 12:00:00 AM,,37.733418111,-122.433939201,2e3ffa55-be49-4324-941c-332c26498f6d,1896,POINT (-122.433939201 37.733418111),West of Twin Peaks,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4421392,4650 03RD ST,10514421392,,,CEMENT / CONCRETE,,,,,2005/07/25 12:00:00 AM,,37.736009536,-122.390391415,f823ffe9-a265-44e8-a0bc-d643f79169d4,2081,POINT (-122.390391415 37.736009536),Bayview Hunters Point,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6101489,3702 GEARY BLVD,10516101489,,,RENAISSANCE / METAL,,,,,2018/04/06 12:00:00 AM,,37.781332156,-122.45897904,86abd970-61d5-4a75-9263-6769be38553c,2439,POINT (-122.45897904 37.781332156),Inner Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6276406,400 PRESIDIO AVE,10516276406,,,BIG BELLY,,,,,2019/10/02 12:00:00 AM,,37.788107352,-122.446937594,7289837a-2ae0-428c-99d7-3ca04e44b3c9,2573,POINT (-122.446937594 37.788107352),Presidio Heights,2,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6321749,395 WINSTON DRV,10516321749,,,CEMENT / CONCRETE,,,,,2020/03/28 12:00:00 AM,,37.727804583,-122.478689611,1419d54f-d60b-4a02-b88c-f34125169b42,2593,POINT (-122.478689611 37.727804583),Lakeshore,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-754051,35 PIER,1001754051,,,RENAISSANCE / METAL,,,,,2003/09/01 12:00:00 AM,,37.795038024,-122.396245297,4dbb2fcf-4543-43da-ac3c-420ce889e244,2793,POINT (-122.396245297 37.795038024),Financial District/South Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1110618,2898 LEAVENWORTH ST,10011110618,,,CEMENT / CONCRETE,,,,,2015/06/24 12:00:00 AM,,37.807726937,-122.419047689,9e3e90a1-ae5e-496d-b940-bfd5af980fd4,1501,POINT (-122.419047689 37.807726937),North Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1110220,2098 FILLMORE ST,10011110220,,,CEMENT / CONCRETE,,,,,2015/06/19 12:00:00 AM,,37.788827472,-122.43380178,2fc3b2fe-7eb8-4f7f-a5fe-3a7fb11530dc,1492,POINT (-122.43380178 37.788827472),Pacific Heights,2,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6416929,3398 19TH AVE,10516416929,,,BIG BELLY,,,,,2021/01/07 12:00:00 AM,,37.72699555,-122.474792875,bcfad4e3-99ff-41f9-bfe4-2c4a3dd39f5f,2629,POINT (-122.474792875 37.72699555),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6574263,281 PORTOLA DRV,10516574263,,,CEMENT / CONCRETE,,,,,2022/02/01 12:00:00 AM,,37.747008133,-122.444443627,849bb9cc-4727-4a70-83c1-43c430f08f43,2699,POINT (-122.444443627 37.747008133),Noe Valley,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5245733,1091 EDDY ST,10515245733,,,RENAISSANCE / METAL,,,,,2011/05/12 12:00:00 AM,,37.782265785,-122.425619955,a8929999-03ba-49ca-9f4f-709a19404170,2147,POINT (-122.425619955 37.782265785),Western Addition,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3371978,400 PORTOLA DRV,10513371978,,,BIG BELLY,,,,,1999/02/04 12:00:00 AM,,37.746770665,-122.446779025,fccb1fdf-5f0a-443f-8b91-c0ed6b221e6f,1932,POINT (-122.446779025 37.746770665),Twin Peaks,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6107585,710 CLEMENT ST,10516107585,,,BIG BELLY,,,,,2018/03/30 12:00:00 AM,,37.782873533,-122.466778585,10ad5c53-c045-4277-b2a2-d49d6a6f8dd1,2472,POINT (-122.466778585 37.782873533),Inner Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1245778,101 EDDY ST,10011245778,5059000,EDDY ST: MASON ST - TAYLOR ST,BIG BELLY,,,EDDY ST,MASON ST,2020/05/04 12:00:00 AM,,37.784028,-122.409607,ea6565cb-66e9-4ad8-b9f7-d2e18b6693ae,216,POINT (-122.409607 37.784028),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1279983,768 MARKET ST,10011279983,8746201,MARKET ST: GRANT AVE \ OFARRELL ST - 04TH ST \ ELLIS ST \ STOCKTO,RENAISSANCE / METAL,,,MARKET ST,GRANT AVE \ OFARRELL ST,2021/04/28 12:00:00 AM,,37.786378,-122.405633,2bf88c14-674e-42e2-88b6-e04e12e2b012,262,POINT (-122.405633 37.786378),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1389832,226 KEARNY ST,10011389832,7751000,KEARNY ST: SUTTER ST - HARDIE PL,RENAISSANCE / METAL,,,KEARNY ST,SUTTER ST,2025/04/28 12:00:00 AM,,37.790162,-122.403743,10290a80-a772-4cd6-bc88-1734943f10bc,406,POINT (-122.403743 37.790162),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6523583,3901 ALEMANY BLVD,10516523583,2184101,ALEMANY BLVD: ARCH ST \ RALSTON ST \ WORCE - PALMETTO AVE \ SAINT CHARLES,RENAISSANCE / METAL,,,ALEMANY BLVD,ARCH ST \ RALSTON ST \ WORCESTER AVE,2021/09/29 12:00:00 AM,,37.710508,-122.467518,9422721e-e0be-4530-aa58-bb4db45e5422,1172,POINT (-122.467518 37.710508),Oceanview/Merced/Ingleside,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-621417,400 MCALLISTER ST,1001621417,8894000,MCALLISTER ST: DR CARLTON B GOODLETT PL \ P - VAN NESS AVE,CEMENT / CONCRETE,,,MCALLISTER ST,DR CARLTON B GOODLETT PL \ POLK ST,2000/01/01 12:00:00 AM,,37.780519,-122.419014,fbe2b336-69d5-4a0e-a1f3-1dc19f4d47dc,1017,POINT (-122.419014 37.780519),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5658224,292 CHURCH ST,10515658224,4010000,CHURCH ST: MARKET ST - 15TH ST,RENAISSANCE / METAL,,,CHURCH ST,MARKET ST,2014/07/20 12:00:00 AM,,37.766334,-122.429037,41cf0bb1-0831-42f3-ae3d-c88baacdebdc,759,POINT (-122.429037 37.766334),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3528189,2 SLOAT BLVD,10513528189,11950201,SLOAT BLVD: JUNIPERO SERRA BLVD \ PORTOL - ARDENWOOD WAY,RENAISSANCE / METAL,,,SLOAT BLVD,JUNIPERO SERRA BLVD \ PORTOLA DR \ SAINT FRANCIS BLVD \ WEST PORTAL AVE,2000/01/10 12:00:00 AM,,37.734914,-122.472159,49385d6d-d862-4774-aa24-33619e01b117,565,POINT (-122.472159 37.734914),West of Twin Peaks,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2369262,1508 FILLMORE ST,10512369262,5546000,FILLMORE ST: OFARRELL ST - GEARY BLVD,RENAISSANCE / METAL,,,FILLMORE ST,OFARRELL ST,1992/10/07 12:00:00 AM,,37.783412,-122.432677,25b0c363-70e2-4520-a755-7ea7d5a017a3,455,POINT (-122.432677 37.783412),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1021310,498 PINE ST,10011021310,10461000,PINE ST: BELDEN ST - KEARNY ST,BIG BELLY,,,PINE ST,BELDEN ST,2012/09/01 12:00:00 AM,,37.791746,-122.40422,531ca7ac-2aba-4390-83e1-ce01bf21bd23,28,POINT (-122.40422 37.791746),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1288570,85 MISSION ST,10011288570,9083000,MISSION ST: STEUART ST - SPEAR ST,RENAISSANCE / METAL,,,MISSION ST,STEUART ST,2021/07/08 12:00:00 AM,,37.792662,-122.393804,d2a0609f-5b72-4972-8c70-2a3e95aef8c5,275,POINT (-122.393804 37.792662),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-728006,1661 DIVISADERO ST,1051728006,4813101,DIVISADERO ST: POST ST - SUTTER ST,RENAISSANCE / METAL,,,DIVISADERO ST,POST ST,1988/01/01 12:00:00 AM,,37.785086,-122.440037,0c160214-2bc5-4f50-af95-c2dea3821c33,1310,POINT (-122.440037 37.785086),Japantown,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6657969,5151 MISSION ST,10516657969,9178000,MISSION ST: GENEVA AVE - ROLPH ST,RENAISSANCE / METAL,,,MISSION ST,GENEVA AVE,2022/10/06 12:00:00 AM,,37.716105,-122.440931,4c21a5ed-ad44-47fa-80fe-e9b5ebd478d9,1217,POINT (-122.440931 37.716105),Excelsior,11,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6162705,1601 FULTON ST,10516162705,5894000,FULTON ST: LYON ST - CENTRAL AVE,RENAISSANCE / METAL,,,FULTON ST,LYON ST,2018/10/10 12:00:00 AM,,37.776081,-122.443279,ade56ec3-7354-48f0-b9aa-bab173b835d3,996,POINT (-122.443279 37.776081),Lone Mountain/USF,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6729123,2450 MARKET ST,10516729123,8768201,MARKET ST: 17TH ST \ CASTRO ST - COLLINGWOOD ST,RENAISSANCE / METAL,,,MARKET ST,17TH ST \ CASTRO ST,2023/05/19 12:00:00 AM,,37.762565,-122.435964,11b3f9e6-f4d5-427f-8842-9b84dbc55fe2,1240,POINT (-122.435964 37.762565),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4029948,39 COSO AVE,10514029948,4448000,COSO AVE: PRECITA AVE - MIRABEL AVE,CEMENT / CONCRETE,,,COSO AVE,PRECITA AVE,2003/02/01 12:00:00 AM,,37.746103,-122.417764,7abd31f4-3024-4f57-a165-9182a5e6d66d,591,POINT (-122.417764 37.746103),Bernal Heights,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-573303,298 OFARRELL ST,1001573303,9725000,OFARRELL ST: ELWOOD ST - MASON ST,RENAISSANCE / METAL,,,OFARRELL ST,ELWOOD ST,1999/08/01 12:00:00 AM,,37.786258,-122.409683,94dbd915-dfe4-4586-97b8-7d5738aef98f,844,POINT (-122.409683 37.786258),Tenderloin,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5254966,4401 CALIFORNIA ST,10515254966,3582000,CALIFORNIA ST: 06TH AVE - 07TH AVE \ CORNWALL ST,BIG BELLY,,,CALIFORNIA ST,06TH AVE,2011/06/03 12:00:00 AM,,37.784653,-122.464867,24a83399-1d18-49ad-8c1f-fb076d7f0961,681,POINT (-122.464867 37.784653),Inner Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1278340,88 TOWNSEND ST,10011278340,12655000,TOWNSEND ST: COLIN P KELLY JR ST - 02ND ST,CEMENT / CONCRETE,,,TOWNSEND ST,COLIN P KELLY JR ST,2021/04/02 12:00:00 AM,,37.780921,-122.390357,331c22f3-9763-412b-8ddd-70a8c25c0700,259,POINT (-122.390357 37.780921),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4877551,2400 MARKET ST,10514877551,8768201,MARKET ST: 17TH ST \ CASTRO ST - COLLINGWOOD ST,RENAISSANCE / METAL,,,MARKET ST,17TH ST \ CASTRO ST,2008/10/24 12:00:00 AM,,37.762708,-122.435251,59fc8c85-75c4-4a4b-a75d-2e6df6dcaf34,638,POINT (-122.435251 37.762708),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6576623,888 GENEVA AVE,10516576623,6137201,GENEVA AVE: GLORIA CT - MISSION ST,RENAISSANCE / METAL,,,GENEVA AVE,GLORIA CT,2022/02/24 12:00:00 AM,,37.716649,-122.441349,af06ff5b-1070-4ce7-81e1-496649b4c838,1188,POINT (-122.441349 37.716649),Outer Mission,11,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1224740,301 STOCKTON ST,10011224740,12198000,STOCKTON ST: POST ST - CAMPTON PL,BIG BELLY,,,STOCKTON ST,POST ST,2019/10/07 12:00:00 AM,,37.788506,-122.406842,57c2cc27-e2f0-409b-8e3d-c148766b6184,200,POINT (-122.406842 37.788506),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5708110,1598 FILLMORE ST,10515708110,5546000,FILLMORE ST: OFARRELL ST - GEARY BLVD,RENAISSANCE / METAL,,,FILLMORE ST,OFARRELL ST,2014/12/01 12:00:00 AM,,37.784332,-122.43284,faf07174-76a2-4b42-b4a5-cb215fe1bd36,805,POINT (-122.43284 37.784332),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-608117,2302 LEAVENWORTH ST,1001608117,8269000,LEAVENWORTH ST: LOMBARD ST - CHESTNUT ST,CEMENT / CONCRETE,,,LEAVENWORTH ST,LOMBARD ST,2000/01/01 12:00:00 AM,,37.802407,-122.417444,7a1f2e68-7e88-45c8-816f-3415739b46ab,962,POINT (-122.417444 37.802407),Russian Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1332493,1701 HYDE ST,10011332493,7134000,HYDE ST: BROADWAY - VALLEJO ST,RENAISSANCE / METAL,,,HYDE ST,BROADWAY,2023/02/24 12:00:00 AM,,37.796502,-122.418679,ecf72eda-bb34-4f75-8757-71902ad91d66,328,POINT (-122.418679 37.796502),Russian Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1333756,585 POST ST,10011333756,10630000,POST ST: MASON ST - TAYLOR ST,CEMENT / CONCRETE,,,POST ST,MASON ST,2023/03/19 12:00:00 AM,,37.787754,-122.411405,1e856953-356c-4ea4-b697-ae4a6103be3a,334,POINT (-122.411405 37.787754),Tenderloin,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6320758,1634 ARMSTRONG AVE,10516320758,2461000,ARMSTRONG AVE: KEITH ST - 03RD ST,RENAISSANCE / METAL,,,ARMSTRONG AVE,KEITH ST,2020/03/16 12:00:00 AM,,37.726693,-122.392797,6ce33cd6-4b51-44bf-b706-af921f382a70,1063,POINT (-122.392797 37.726693),Bayview Hunters Point,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3334299,3305 22ND ST,10513334299,1193000,22ND ST: VALENCIA ST - SAN JOSE AVE,RENAISSANCE / METAL,,,22ND ST,VALENCIA ST,1998/11/09 12:00:00 AM,,37.755231,-122.421121,50132e50-9ffa-4681-9ed4-323d1f41079d,525,POINT (-122.421121 37.755231),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-746891,2798 LOMBARD ST,1001746891,8467000,LOMBARD ST: BAKER ST - LYON ST,CEMENT / CONCRETE,,,LOMBARD ST,BAKER ST,2003/08/01 12:00:00 AM,,37.798518,-122.447274,ebc311ce-6a7d-4d5f-b1a2-f5a64af7c718,1318,POINT (-122.447274 37.798518),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3203312,1393 GUERRERO ST,10513203312,6587101,GUERRERO ST: 25TH ST - 26TH ST,RENAISSANCE / METAL,,,GUERRERO ST,25TH ST,1998/02/04 12:00:00 AM,,37.749081,-122.422396,b445ecf2-f2df-4d7c-9714-1dfae326af68,511,POINT (-122.422396 37.749081),Mission,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2337368,1494 VALENCIA ST,10512337368,13074000,VALENCIA ST: 25TH ST - 26TH ST,RENAISSANCE / METAL,,,VALENCIA ST,25TH ST,1992/07/08 12:00:00 AM,,37.74903,-122.420564,adbe955b-b138-48a3-8abe-b6fa452fa55d,446,POINT (-122.420564 37.74903),Mission,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-606095,901 HYDE ST,1001606095,7124000,HYDE ST: BUSH ST - PINE ST,RENAISSANCE / METAL,,,HYDE ST,BUSH ST,2000/01/01 12:00:00 AM,,37.789132,-122.417074,7093f015-ea22-460a-aa01-5e3aa1589249,954,POINT (-122.417074 37.789132),Nob Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-564914,299 05TH ST,1001564914,298000,05TH ST: CLEMENTINA ST - FOLSOM ST,BIG BELLY,,,05TH ST,CLEMENTINA ST,1999/08/01 12:00:00 AM,,37.780551,-122.403421,d11c181f-d20e-4417-b126-bd14cb6c7d8e,753,POINT (-122.403421 37.780551),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1246453,100 04TH ST,10011246453,252000,04TH ST: MISSION ST - MINNA ST,BIG BELLY,,,04TH ST,MISSION ST,2020/05/11 12:00:00 AM,,37.78443,-122.404294,e7ebaf84-027a-4cb1-b9a8-a1bbc9179653,221,POINT (-122.404294 37.78443),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6306906,4700 OCEAN AVE,10516306906,9873000,OCEAN AVE: LAKESHORE DR - COUNTRY CLUB DR,CEMENT / CONCRETE,,,OCEAN AVE,LAKESHORE DR,2020/01/31 12:00:00 AM,,37.73197,-122.494542,6bccc1db-1874-43a4-a500-f27eaadb2194,1057,POINT (-122.494542 37.73197),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1093616,98 FRONT ST,10011093616,5867000,FRONT ST: FREMONT ST \ MARKET ST - PINE ST,RENAISSANCE / METAL,,,FRONT ST,FREMONT ST \ MARKET ST,2014/12/01 12:00:00 AM,,37.792394,-122.398515,02e77a65-d1ae-499a-9e57-c11f5dc2e592,118,POINT (-122.398515 37.792394),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1341981,1235 MISSION ST,10011341981,9103000,MISSION ST: 08TH ST - LASKIE ST,CEMENT / CONCRETE,,,MISSION ST,08TH ST,2023/08/01 12:00:00 AM,,37.776777,-122.413755,effd08fb-cf01-40a3-ba48-9fab661b7434,344,POINT (-122.413755 37.776777),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-749911,502 NORTH POINT ST,1001749911,9691000,NORTH POINT ST: TAYLOR ST - JONES ST,RENAISSANCE / METAL,,,NORTH POINT ST,TAYLOR ST,2003/08/01 12:00:00 AM,,37.806388,-122.415523,5c85da4a-8d7b-4c82-8271-33e0a0e80863,1338,POINT (-122.415523 37.806388),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6181929,2492 MISSION ST,10516181929,9122002,MISSION ST: CATHERINE CT - 21ST ST,RENAISSANCE / METAL,,,MISSION ST,CATHERINE CT,2018/12/13 12:00:00 AM,,37.757164,-122.418965,b0b2b5b4-b56c-4707-9b91-c2a7a277c396,1005,POINT (-122.418965 37.757164),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1024942,295 TOWNSEND ST,10011024942,12662000,TOWNSEND ST: LUSK ST - 04TH ST,RENAISSANCE / METAL,,,TOWNSEND ST,LUSK ST,2012/10/01 12:00:00 AM,,37.777205,-122.394736,5dafed66-6a78-4fe0-a6d1-37016860a29c,37,POINT (-122.394736 37.777205),Mission Bay,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1199405,499 POWELL ST,10011199405,10679000,POWELL ST: POST ST - SUTTER ST,BIG BELLY,,,POWELL ST,POST ST,2018/10/01 12:00:00 AM,,37.789189,-122.408658,a70d3534-4e96-4d39-9897-7b047ef4b254,179,POINT (-122.408658 37.789189),Nob Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6058739,2808 FOLSOM ST,10516058739,5699000,FOLSOM ST: 24TH ST - 25TH ST,RENAISSANCE / METAL,,,FOLSOM ST,24TH ST,2017/10/10 12:00:00 AM,,37.752208,-122.414252,c4fb9651-4337-4fa1-99cd-8e85702e7102,953,POINT (-122.414252 37.752208),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4615720,1099 IRVING ST,10514615720,7288000,IRVING ST: 11TH AVE - 12TH AVE,RENAISSANCE / METAL,,,IRVING ST,11TH AVE,2006/11/06 12:00:00 AM,,37.763842,-122.469486,28d94847-818d-4e17-8f95-96e52b160a16,624,POINT (-122.469486 37.763842),Inner Sunset,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1205913,202 SACRAMENTO ST,10011205913,11221000,SACRAMENTO ST: DAVIS ST - FRONT ST,RENAISSANCE / METAL,,,SACRAMENTO ST,DAVIS ST,2019/01/01 12:00:00 AM,,37.794481,-122.397865,08efa0af-e8fd-4d07-b615-d0dc2d411cdd,184,POINT (-122.397865 37.794481),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1038934,798 EDDY ST,10011038934,5065000,EDDY ST: POLK ST - VAN NESS AVE,CEMENT / CONCRETE,,,EDDY ST,POLK ST,2013/05/01 12:00:00 AM,,37.78308,-122.420446,140f9cc3-dd37-467d-abe6-3ea81459212e,48,POINT (-122.420446 37.78308),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-430173,3906 24TH ST,1051430173,1361000,24TH ST: SANCHEZ ST - NOE ST,RENAISSANCE / METAL,,,24TH ST,SANCHEZ ST,1988/01/01 12:00:00 AM,,37.751648,-122.429898,f96a8d43-1aca-4b79-980d-ba6bfb840392,601,POINT (-122.429898 37.751648),Noe Valley,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3428679,101 BROAD ST,10513428679,3138000,BROAD ST: PLYMOUTH AVE - CAPITOL AVE,CEMENT / CONCRETE,,,BROAD ST,PLYMOUTH AVE,1999/06/01 12:00:00 AM,,37.713019,-122.456245,5c5ddf54-8545-444f-b83f-6b44610b7f10,553,POINT (-122.456245 37.713019),Oceanview/Merced/Ingleside,11,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-603985,1601 CLAY ST,1001603985,4105000,CLAY ST: LARKIN ST - POLK ST,BIG BELLY,,,CLAY ST,LARKIN ST,2000/01/01 12:00:00 AM,,37.792546,-122.419443,a8afedf9-3a49-43ea-849e-1003dfa91ee9,933,POINT (-122.419443 37.792546),Nob Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5624614,3000 MISSION ST,10515624614,9128000,MISSION ST: 26TH ST - CAPP ST \ CESAR CHAVEZ ST,BIG BELLY,,,MISSION ST,26TH ST,2014/04/10 12:00:00 AM,,37.748901,-122.418321,9c808dd9-9be3-4692-96e3-3269167be779,740,POINT (-122.418321 37.748901),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1043074,2598 POWELL ST,10011043074,10706000,POWELL ST: BEACH ST - JEFFERSON ST \ THE EMBARCADE,CEMENT / CONCRETE,,,POWELL ST,BEACH ST,2013/05/01 12:00:00 AM,,37.808606,-122.41245,c6657084-2040-41f6-978b-b13b865894d9,76,POINT (-122.41245 37.808606),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3361953,3911 BALBOA ST,10513361953,2685000,BALBOA ST: 40TH AVE - 41ST AVE,RENAISSANCE / METAL,,,BALBOA ST,40TH AVE,1999/01/15 12:00:00 AM,,37.775419,-122.50074,05f091d7-ba06-46b1-9ec5-bf022dd7ddd1,529,POINT (-122.50074 37.775419),Outer Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-638734,3121 VAN NESS AVE,1001638734,13173101,VAN NESS AVE: BAY ST - NORTH POINT ST,CEMENT / CONCRETE,,,VAN NESS AVE,BAY ST,2000/12/01 12:00:00 AM,,37.804314,-122.425319,433fd92c-88d0-42e1-9aea-55428e93edb5,1126,POINT (-122.425319 37.804314),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3369196,2211 LINCOLN WAY,10513369196,8361101,LINCOLN WAY: 23RD AVE - 24TH AVE,RENAISSANCE / METAL,,,LINCOLN WAY,23RD AVE,1999/01/29 12:00:00 AM,,37.765088,-122.481808,e22d8a3a-c520-47dd-8274-5552e9006069,537,POINT (-122.481808 37.765088),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
